activation,batch_size,best_acc,best_loss,best_train_acc,best_train_loss,filter1,kernelsize_1,filter2,kernelsize_2,filter3,kernelsize_3,hidden_1,hidden_2,learning_rate,momentum,optimizer,p_reduct,step_1_test_acc,step_1_test_loss,step_2_test_acc,step_2_test_loss,step_3_test_acc,step_3_test_loss,step_4_test_acc,step_4_test_loss,step_5_test_acc,step_5_test_loss,step_6_test_acc,step_6_test_loss,step_7_test_acc,step_7_test_loss,step_8_test_acc,step_8_test_loss,step_9_test_acc,step_9_test_loss,step_10_test_acc,step_10_test_loss,step_11_test_acc,step_11_test_loss,step_12_test_acc,step_12_test_loss,step_13_test_acc,step_13_test_loss,step_14_test_acc,step_14_test_loss,step_15_test_acc,step_15_test_loss,step_16_test_acc,step_16_test_loss,step_17_test_acc,step_17_test_loss,step_18_test_acc,step_18_test_loss,step_19_test_acc,step_19_test_loss,step_20_test_acc,step_20_test_loss,step_21_test_acc,step_21_test_loss,step_22_test_acc,step_22_test_loss,step_23_test_acc,step_23_test_loss,step_24_test_acc,step_24_test_loss,step_25_test_acc,step_25_test_loss,step_26_test_acc,step_26_test_loss,step_27_test_acc,step_27_test_loss,step_28_test_acc,step_28_test_loss,step_29_test_acc,step_29_test_loss,step_30_test_acc,step_30_test_loss,step_31_test_acc,step_31_test_loss,step_32_test_acc,step_32_test_loss,step_33_test_acc,step_33_test_loss,step_34_test_acc,step_34_test_loss,step_35_test_acc,step_35_test_loss,step_36_test_acc,step_36_test_loss,step_37_test_acc,step_37_test_loss,step_38_test_acc,step_38_test_loss,step_39_test_acc,step_39_test_loss,step_40_test_acc,step_40_test_loss,step_41_test_acc,step_41_test_loss,step_42_test_acc,step_42_test_loss,step_43_test_acc,step_43_test_loss,step_44_test_acc,step_44_test_loss,step_45_test_acc,step_45_test_loss,step_46_test_acc,step_46_test_loss,step_47_test_acc,step_47_test_loss,step_48_test_acc,step_48_test_loss,step_49_test_acc,step_49_test_loss,step_50_test_acc,step_50_test_loss
relu,32,0.8092,0.56619346,0.751502533,0.697883033,96,4,96,4,96,5,100,125,0.001,0.9,adam,0,0.5237,1.3390759,0.5384,1.2561541,0.5081,1.3933704,0.6526,0.9799717,0.6799,0.9121215,0.6616,0.94454026,0.7139,0.81995666,0.7311,0.79728836,0.6859,0.9009204,0.7102,0.83035886,0.7335,0.7681319,0.6808,0.9500512,0.7605,0.6791322,0.76,0.690188,0.733,0.7576689,0.7449,0.7340613,0.7545,0.69963604,0.7779,0.6431914,0.7586,0.69308734,0.7482,0.7280156,0.7574,0.7121032,0.7391,0.75178915,0.7314,0.7973362,0.7918,0.6078884,0.7882,0.6155235,0.7672,0.6844707,0.7563,0.7205439,0.7843,0.6270213,0.7854,0.632715,0.7774,0.6513068,0.7812,0.63922024,0.7901,0.6244227,0.7674,0.6887554,0.7597,0.7160245,0.76,0.7181779,0.7885,0.6428564,0.7892,0.62545305,0.7825,0.62769425,0.7969,0.6034016,0.7716,0.67178446,0.7708,0.6806669,0.7878,0.6388746,0.8043,0.5886243,0.7657,0.7063358,0.7927,0.6135919,0.7933,0.61921006,0.7951,0.6105837,0.8092,0.56619346,0.8014,0.59568214,0.7894,0.6379086
relu,64,0.7899,0.6147905,0.7335754,0.757403278,96,4,64,5,96,5,125,125,0.003,0.9,adam,0,0.4914,1.3925818,0.5375,1.2970191,0.4668,1.6804676,0.5375,1.3743975,0.6648,0.9351957,0.5478,1.4404157,0.643,0.99193513,0.7093,0.835128,0.6592,0.9558026,0.7029,0.8745005,0.716,0.80789524,0.6661,0.9540616,0.7103,0.8359035,0.7134,0.82755214,0.6888,0.878504,0.7276,0.78626937,0.688,0.9280617,0.7385,0.74013567,0.7447,0.73994833,0.7164,0.80350155,0.763,0.7009842,0.7529,0.70807576,0.7384,0.76008576,0.6734,0.9437583,0.7537,0.72018605,0.7355,0.77078205,0.7584,0.7035845,0.7824,0.6368072,0.7575,0.71182644,0.7643,0.693353,0.749,0.7298666,0.7504,0.7375156,0.756,0.7236477,0.7739,0.669821,0.766,0.68456364,0.7582,0.7097353,0.7593,0.7133564,0.7671,0.68640035,0.7732,0.67301404,0.7729,0.67305106,0.786,0.639033,0.7784,0.6465912,0.7713,0.6758594,0.787,0.6232871,0.7712,0.69875526,0.7265,0.8073171,0.765,0.6900031,0.7421,0.7773691,0.7878,0.6217624,0.7899,0.6147905
relu,32,0.8102,0.57338095,0.740151523,0.735524779,96,4,128,3,128,5,125,100,0.002,0.99,adam,0,0.5066,1.3703766,0.5488,1.2650814,0.6412,1.0042841,0.6496,1.0079137,0.6671,0.95769197,0.6436,1.0114084,0.6715,0.924533,0.7091,0.8262611,0.7196,0.81829286,0.7246,0.79873073,0.7148,0.81739247,0.7001,0.83755666,0.7058,0.8507716,0.7512,0.7208255,0.6266,1.1221676,0.7556,0.70316184,0.7612,0.69865847,0.7681,0.6871928,0.735,0.7811181,0.7584,0.7230775,0.7265,0.8052604,0.7614,0.69694114,0.7913,0.59771353,0.7628,0.68718576,0.7183,0.828579,0.7527,0.7159979,0.7747,0.65283495,0.7635,0.6841616,0.7816,0.6472299,0.7672,0.6796752,0.781,0.64353204,0.7863,0.6254139,0.776,0.6488161,0.768,0.6722068,0.781,0.6348547,0.7819,0.63653934,0.7697,0.6809485,0.7911,0.6129276,0.7959,0.5929624,0.7653,0.7007459,0.7962,0.5983859,0.8037,0.5863745,0.797,0.60364723,0.8102,0.57338095,0.805,0.5943749,0.8,0.5922084,0.7843,0.6427483,0.7847,0.63400227,0.7764,0.682663,0.7935,0.6106023
relu,64,0.8132,0.54276437,0.753971756,0.693222042,96,5,96,4,96,5,100,100,0.001,0.9,adam,0,0.4606,1.5148947,0.4975,1.450389,0.5867,1.1701856,0.5395,1.3555337,0.5552,1.2640146,0.6427,1.0176668,0.7085,0.82105273,0.6967,0.85786825,0.6984,0.8655238,0.6869,0.89412296,0.6455,1.0290309,0.7348,0.77294636,0.745,0.7362523,0.7375,0.7434474,0.703,0.8757493,0.7414,0.7362609,0.7747,0.6527903,0.6994,0.87525606,0.717,0.8303256,0.7541,0.7154494,0.7681,0.6679236,0.7292,0.80568683,0.7625,0.6977668,0.7422,0.74295616,0.7494,0.7288241,0.7856,0.6272744,0.7529,0.7202304,0.744,0.7437883,0.7678,0.67684805,0.7778,0.6485291,0.7769,0.647393,0.738,0.7837907,0.8008,0.5692444,0.7932,0.60216516,0.7611,0.69768745,0.7243,0.8266582,0.7791,0.65205425,0.793,0.6038639,0.7879,0.62385374,0.8108,0.55866975,0.7613,0.70600295,0.8111,0.549392,0.7965,0.59432703,0.7705,0.678686,0.7891,0.6194941,0.78,0.64540356,0.8013,0.5743904,0.8113,0.5526092,0.8132,0.54276437,0.7933,0.6044764
relu,64,0.8032,0.57421434,0.73235629,0.759823863,96,4,128,4,96,5,100,100,0.003,0.9,adam,0,0.3595,1.9380879,0.4979,1.4070038,0.5285,1.3075116,0.617,1.0696973,0.6154,1.1002948,0.6507,0.9996145,0.6544,0.95631814,0.6145,1.113545,0.6274,1.0449377,0.7437,0.73114884,0.7113,0.814442,0.7016,0.85227674,0.7487,0.7316323,0.6666,0.95342314,0.693,0.8723128,0.73,0.7694482,0.6892,0.9010062,0.7501,0.7228686,0.7475,0.7346278,0.7661,0.683401,0.7008,0.8803295,0.7716,0.6700334,0.7741,0.63863534,0.7747,0.6511281,0.7272,0.8064455,0.7428,0.7475268,0.7673,0.67935544,0.7684,0.6707873,0.736,0.7898257,0.772,0.65847087,0.7303,0.7955546,0.7565,0.7044328,0.7554,0.7052528,0.7205,0.83967835,0.7555,0.71429974,0.764,0.6927166,0.7829,0.62765694,0.8032,0.57421434,0.7383,0.77021027,0.7934,0.6064416,0.7819,0.6483898,0.7981,0.59565765,0.8045,0.5791005,0.7686,0.6737372,0.7829,0.633567,0.802,0.58824843,0.7792,0.64643216,0.7443,0.7736532,0.7794,0.6589117,0.8026,0.5850255
relu,32,0.8111,0.55670273,0.754228658,0.698759947,96,4,128,5,128,5,100,100,0.002,0.9,adam,0,0.5135,1.3496966,0.5311,1.2921602,0.6119,1.0954431,0.6577,0.9749416,0.6151,1.1370248,0.6559,0.9813457,0.5917,1.1779544,0.7183,0.8066035,0.732,0.7601004,0.7393,0.7487824,0.6892,0.8912476,0.6986,0.8888775,0.7571,0.6946125,0.7488,0.7266042,0.7589,0.6919403,0.7727,0.6629586,0.7543,0.71410644,0.7436,0.75354046,0.7679,0.6894144,0.7863,0.62630975,0.784,0.6263503,0.7835,0.63608426,0.7842,0.6262859,0.78,0.6354903,0.7726,0.66004306,0.7886,0.6180807,0.7781,0.64969623,0.8023,0.57931525,0.7947,0.60986465,0.7966,0.60841024,0.8016,0.58501416,0.8036,0.58775246,0.7906,0.6181986,0.7853,0.62603414,0.7558,0.72845715,0.7978,0.59827024,0.7985,0.5987177,0.7943,0.61697835,0.8004,0.59067756,0.7839,0.63084924,0.7965,0.61642843,0.7957,0.59901077,0.7946,0.61966133,0.8111,0.55670273,0.7712,0.700311,0.7975,0.5946834,0.8097,0.567975,0.7983,0.61226875,0.8122,0.5644323,0.8005,0.60930884
relu,64,0.8092,0.5612395,0.759745833,0.68043824,96,4,96,5,128,4,125,125,0.001,0.99,adam,0,0.4544,1.5088392,0.5777,1.1659917,0.6008,1.1189737,0.555,1.3059051,0.5929,1.1448315,0.6103,1.1542522,0.7062,0.8390096,0.6179,1.0776287,0.6877,0.9144136,0.6739,0.9321675,0.7484,0.71735233,0.6959,0.8475683,0.7276,0.7970503,0.7138,0.8118636,0.7418,0.74775034,0.7545,0.6980041,0.7524,0.70723605,0.7644,0.67666143,0.766,0.6736041,0.748,0.7429546,0.744,0.7428309,0.6635,1.0232493,0.7565,0.7113533,0.7673,0.6698388,0.773,0.6555288,0.7944,0.59343255,0.7644,0.6859237,0.7539,0.7288377,0.8006,0.5785246,0.778,0.64877784,0.7839,0.6305149,0.7871,0.61623454,0.7884,0.60962164,0.7856,0.6188642,0.806,0.57047755,0.7672,0.683915,0.7631,0.709583,0.7855,0.63986945,0.7962,0.59413457,0.7851,0.6161032,0.7786,0.65266514,0.7925,0.6163638,0.7801,0.671063,0.8063,0.57510996,0.7891,0.61888176,0.8092,0.5612395,0.8015,0.5849975,0.7819,0.65644944,0.8087,0.5648222,0.785,0.6450382
relu,64,0.7821,0.6247964,0.72972058,0.766057399,64,5,64,5,128,4,100,125,0.002,0.9,adam,0,0.3713,1.7068281,0.5144,1.3416238,0.4596,1.6417309,0.6275,1.0398126,0.6305,1.0451761,0.6638,0.9504512,0.6164,1.0731869,0.7062,0.8499028,0.6453,0.99184865,0.7181,0.80413854,0.6991,0.8550213,0.7396,0.745063,0.7032,0.8478704,0.6297,1.0632316,0.7106,0.82494754,0.6764,0.94524735,0.7485,0.7159862,0.7034,0.850342,0.7458,0.7291763,0.7155,0.82105017,0.7433,0.73611164,0.7298,0.7711552,0.7187,0.8217955,0.7334,0.7773949,0.7236,0.79555887,0.7424,0.75347626,0.6302,1.1712863,0.7326,0.76935077,0.7479,0.7187445,0.7197,0.83046633,0.6254,1.2023587,0.7554,0.7121786,0.7779,0.6444807,0.763,0.69052595,0.7809,0.6308066,0.7353,0.78243965,0.7468,0.74816906,0.7439,0.76446915,0.7817,0.63716894,0.7727,0.67172605,0.7808,0.6441081,0.7251,0.8234735,0.7708,0.6779766,0.7623,0.70867175,0.7743,0.66323894,0.7719,0.67005444,0.7838,0.6282821,0.7635,0.7078325,0.7821,0.6247964,0.7839,0.63274914
relu,64,0.7837,0.6198784,0.7216315,0.788068147,64,4,64,3,128,5,125,100,0.0015,0.99,adam,0,0.4404,1.5134856,0.5001,1.4654641,0.5821,1.1732304,0.5015,1.4179516,0.6145,1.0948759,0.5285,1.3787931,0.6791,0.90965027,0.6783,0.9104853,0.6883,0.88821024,0.6587,0.94202703,0.7085,0.84022665,0.6921,0.87447834,0.6931,0.85082656,0.669,0.92721015,0.7393,0.74629074,0.6965,0.8654562,0.7195,0.8048465,0.7293,0.766747,0.7089,0.8414756,0.7532,0.70279616,0.7542,0.7018827,0.7278,0.7764899,0.7581,0.69824195,0.6615,1.0087054,0.7552,0.7010156,0.6608,1.0456848,0.7562,0.69535774,0.7532,0.7257562,0.7345,0.74997187,0.7273,0.7873827,0.7715,0.6377845,0.6957,0.8782307,0.732,0.77520746,0.7368,0.76233655,0.7664,0.6675208,0.75,0.7141239,0.738,0.7563308,0.7489,0.73052746,0.7789,0.62368655,0.7622,0.6797372,0.7819,0.6281487,0.6627,1.0490768,0.7837,0.6198784,0.7445,0.7306252,0.7483,0.7386814,0.7548,0.7039672,0.7853,0.6212667,0.7882,0.62490857,0.7825,0.63258564,0.7497,0.72243667
relu,32,0.8036,0.5712037,0.739103543,0.739646289,64,4,64,4,128,5,100,100,0.001,0.95,adam,0,0.4586,1.5399014,0.5836,1.1858313,0.5356,1.3512067,0.6356,1.036493,0.6414,1.0176301,0.6495,1.017848,0.6549,0.9811287,0.6402,1.0150067,0.7276,0.77150255,0.7064,0.83832306,0.6223,1.1541504,0.6924,0.90166885,0.7368,0.7490623,0.7335,0.7640943,0.756,0.7025895,0.7002,0.882872,0.7107,0.8311954,0.7624,0.68906236,0.7506,0.71558744,0.7531,0.7059617,0.7231,0.798556,0.7472,0.7350961,0.7253,0.7968012,0.6572,1.0500073,0.7339,0.7734168,0.7535,0.7242892,0.7697,0.66135526,0.7474,0.7393246,0.7698,0.6611503,0.7653,0.6882756,0.7807,0.64580154,0.7117,0.84830374,0.7714,0.67713255,0.7772,0.66041327,0.776,0.6551078,0.7925,0.60517716,0.7695,0.6820409,0.7699,0.68137145,0.7982,0.5896675,0.7899,0.6164228,0.7959,0.5964254,0.7933,0.6073948,0.7846,0.635359,0.7339,0.7902058,0.7955,0.59742177,0.7788,0.6450285,0.7834,0.64154804,0.8036,0.5712037,0.8065,0.5730001,0.7848,0.63063085
relu,64,0.7884,0.61069006,0.721565233,0.788882154,96,4,96,4,96,4,100,125,0.003,0.9,adam,0,0.48,1.5012108,0.4627,1.5571886,0.5495,1.2615932,0.6018,1.1202803,0.6531,0.99093926,0.6295,1.03772,0.6118,1.0748878,0.6484,0.9787914,0.6201,1.0797557,0.6749,0.9244129,0.6313,1.0811324,0.6878,0.8867621,0.672,0.93026084,0.7294,0.7713824,0.7363,0.74945676,0.6867,0.9098278,0.6182,1.1143537,0.7271,0.797026,0.69,0.87254316,0.6368,1.0553648,0.6891,0.91484827,0.6959,0.8747379,0.7242,0.79919004,0.7059,0.85021806,0.7272,0.7735671,0.7377,0.7524022,0.72,0.85260075,0.7098,0.8402406,0.7522,0.7183687,0.7709,0.6748488,0.7294,0.7876781,0.7727,0.65863156,0.7232,0.8206371,0.762,0.6962638,0.727,0.7981734,0.7624,0.69986033,0.724,0.83272576,0.7474,0.74869865,0.7602,0.71281403,0.7711,0.6831668,0.7487,0.73282164,0.7748,0.6646881,0.7809,0.6410359,0.7566,0.7124666,0.7736,0.66318476,0.7884,0.61069006,0.7912,0.6238332,0.7744,0.67145926,0.7492,0.74446744,0.7471,0.7575673
relu,64,0.8072,0.56395155,0.756882957,0.681837,64,5,128,4,128,5,100,100,0.001,0.95,adam,0,0.2869,2.1758974,0.5373,1.278521,0.5574,1.2505888,0.5469,1.3319304,0.6605,0.95364064,0.6635,0.94088984,0.6988,0.8493467,0.5925,1.1439419,0.6094,1.1421651,0.7204,0.8030743,0.7062,0.83407813,0.7028,0.8391436,0.6903,0.8748662,0.7415,0.7385511,0.7525,0.70686466,0.6801,0.91819495,0.7045,0.85885066,0.7552,0.7023882,0.7605,0.68894774,0.7726,0.64796394,0.7727,0.64632356,0.768,0.6651143,0.7522,0.707247,0.7586,0.69911987,0.7506,0.7174718,0.7851,0.61934847,0.7144,0.86567986,0.7456,0.7377175,0.7824,0.62931335,0.7058,0.8663307,0.7495,0.748793,0.7977,0.5829223,0.7932,0.5974775,0.7884,0.6098792,0.7369,0.79284835,0.7695,0.6750037,0.775,0.6511206,0.7888,0.6185887,0.795,0.6020563,0.8009,0.57720035,0.7652,0.68796086,0.7992,0.5874889,0.785,0.63153344,0.7662,0.68816036,0.8008,0.5855566,0.8072,0.56395155,0.7457,0.755035,0.7525,0.7258339,0.7798,0.64302,0.8024,0.58621454
relu,32,0.8056,0.57523113,0.744351212,0.722725858,64,5,128,4,128,5,125,125,0.0015,0.9,adam,0,0.4878,1.4231004,0.5159,1.3454599,0.5654,1.2239176,0.5959,1.1775316,0.6742,0.9184439,0.6263,1.054899,0.6531,1.0010488,0.7198,0.7970111,0.6681,0.95146203,0.708,0.8367824,0.7581,0.69264007,0.7161,0.81615037,0.7532,0.69840634,0.7292,0.78481054,0.7367,0.7459163,0.7526,0.72129303,0.7406,0.75525165,0.7462,0.73440474,0.6883,0.91503406,0.7679,0.66569924,0.7533,0.71216387,0.7645,0.6838499,0.771,0.66984403,0.7615,0.6969616,0.7884,0.60404027,0.7777,0.6428175,0.7905,0.614648,0.7683,0.68220145,0.7691,0.6773259,0.7583,0.7161952,0.7452,0.7676479,0.7986,0.59029776,0.7885,0.61735237,0.7955,0.6005604,0.7864,0.62444377,0.7673,0.7006442,0.7945,0.60670066,0.7967,0.59180975,0.8056,0.57523113,0.7905,0.6198485,0.801,0.58976,0.758,0.725975,0.7988,0.5967517,0.7608,0.72398376,0.7935,0.6119221,0.7757,0.691289,0.781,0.6547359,0.7975,0.59224707,0.8059,0.58189917,0.7809,0.6562789
relu,32,0.7872,0.6246231,0.705705846,0.831714454,64,4,64,4,96,5,100,100,0.002,0.9,adam,0,0.4773,1.4535747,0.5047,1.3384447,0.5744,1.1733185,0.5279,1.35343,0.6455,1.0010445,0.632,1.0512282,0.6932,0.8660254,0.652,1.0079024,0.5977,1.1637235,0.7147,0.8237328,0.6947,0.8541374,0.6909,0.8694975,0.7034,0.8504322,0.7054,0.84419006,0.7181,0.80945176,0.7257,0.77629036,0.7025,0.8608538,0.7114,0.8314291,0.7454,0.7331752,0.7162,0.8393958,0.7263,0.7798145,0.7483,0.73791677,0.742,0.7565715,0.6951,0.91043496,0.7126,0.8491809,0.7227,0.8053917,0.7638,0.6859539,0.7631,0.6996637,0.7766,0.65598196,0.7561,0.7161741,0.7523,0.7157137,0.7787,0.639177,0.742,0.74766433,0.7604,0.68630147,0.7853,0.630022,0.7482,0.7401118,0.736,0.76871175,0.7608,0.7054848,0.7811,0.6404794,0.7289,0.8113665,0.7872,0.6246231,0.7625,0.6950273,0.7715,0.66857195,0.7813,0.632777,0.7416,0.76699424,0.7671,0.68856066,0.7538,0.72420424,0.7721,0.6602552,0.7778,0.6481222,0.7778,0.64638215
relu,32,0.7877,0.619663,0.716777539,0.807695584,64,4,128,5,96,4,100,125,0.003,0.9,adam,0,0.4534,1.5668888,0.582,1.1649356,0.5835,1.1558317,0.6515,0.99232763,0.6643,0.9529631,0.6903,0.88405275,0.69,0.8944277,0.6997,0.85102147,0.6824,0.9624389,0.5938,1.2932633,0.6977,0.85112315,0.7082,0.85228914,0.6864,0.90308243,0.7328,0.7608955,0.6945,0.87794805,0.7433,0.7368853,0.7275,0.7938099,0.7177,0.8238293,0.749,0.72133946,0.7613,0.6953378,0.7508,0.7299937,0.7393,0.76267546,0.77,0.6679238,0.7561,0.69870275,0.7215,0.82279724,0.7382,0.7714971,0.7365,0.7832011,0.7769,0.65033764,0.7621,0.7012635,0.7676,0.68671703,0.7672,0.6759105,0.7493,0.7502616,0.748,0.7307591,0.779,0.65351987,0.7712,0.68604004,0.751,0.7358037,0.7439,0.7619544,0.7842,0.6395969,0.7469,0.76757234,0.7497,0.7592448,0.7877,0.619663,0.776,0.66453826,0.7804,0.66505677,0.7766,0.67024016,0.7807,0.65548855,0.7536,0.7554096,0.7439,0.7745182,0.7859,0.627771,0.7514,0.752249,0.7542,0.7474846
relu,64,0.813,0.53830355,0.741448732,0.72492951,96,5,64,5,96,5,125,100,0.001,0.9,adam,0,0.4676,1.4478512,0.5621,1.2345678,0.5498,1.2563922,0.5975,1.1209483,0.6427,1.0102361,0.6129,1.076955,0.6028,1.1164086,0.6263,1.057208,0.6494,0.9841826,0.712,0.81879866,0.7121,0.81642795,0.715,0.8116555,0.7181,0.7960229,0.6621,0.9407861,0.7321,0.76192284,0.7075,0.8627375,0.701,0.85263574,0.7593,0.6841108,0.7697,0.6648798,0.6956,0.8929918,0.7472,0.7257874,0.7477,0.7146154,0.7674,0.6742424,0.7721,0.66342396,0.7411,0.7435948,0.7695,0.6536778,0.7855,0.6153759,0.7851,0.6204993,0.7392,0.74959284,0.7542,0.7030838,0.76,0.68229246,0.7135,0.83108944,0.7878,0.6118126,0.782,0.6317371,0.7668,0.67521554,0.761,0.6930957,0.7768,0.6484078,0.7658,0.68123853,0.7423,0.74635655,0.7643,0.68202287,0.6995,0.92091864,0.7462,0.73184997,0.7862,0.6151587,0.763,0.6986074,0.7374,0.79614973,0.7683,0.6829208,0.788,0.61508524,0.813,0.53830355,0.8065,0.5581123,0.77,0.6810177
relu,64,0.7799,0.6373047,0.703757101,0.841941674,96,4,96,3,96,4,125,125,0.003,0.95,adam,0,0.3039,1.9993336,0.5223,1.3189961,0.5055,1.3984681,0.6279,1.0452973,0.6282,1.0319372,0.6712,0.9266998,0.5843,1.1995274,0.6171,1.0870131,0.6254,1.0884264,0.6673,0.9340733,0.7186,0.80346614,0.6576,0.9769842,0.6489,1.0082221,0.7103,0.8211176,0.7301,0.76846784,0.6818,0.9039244,0.5113,1.5164994,0.7197,0.8140705,0.7291,0.7654335,0.7375,0.76373565,0.7367,0.7500901,0.7353,0.7596757,0.7243,0.808184,0.7354,0.7512927,0.7232,0.8064892,0.7694,0.6775706,0.7443,0.7398552,0.7012,0.88830584,0.7578,0.6987038,0.7214,0.8037837,0.7475,0.7202759,0.7637,0.6947245,0.7177,0.8218295,0.7356,0.76690507,0.7555,0.7055366,0.7225,0.8129384,0.7409,0.73574954,0.7799,0.6373047,0.7627,0.693801,0.768,0.6805125,0.7099,0.86017734,0.7319,0.79536647,0.7635,0.68475616,0.7546,0.72950035,0.7604,0.6939724,0.7456,0.7492274,0.7667,0.6792746,0.7505,0.72674924,0.7366,0.7719073,0.746,0.7400635
relu,32,0.7985,0.5888788,0.734221289,0.750709106,96,5,96,3,96,4,125,125,0.001,0.9,adam,0,0.4417,1.5768214,0.5161,1.311886,0.5941,1.1403241,0.5814,1.1663808,0.6731,0.92641777,0.6927,0.8848387,0.6616,0.9542957,0.7002,0.8615635,0.7243,0.79790616,0.6451,0.9830096,0.6738,0.9189168,0.6977,0.86091024,0.7238,0.79124683,0.7366,0.75836205,0.7017,0.8668412,0.7597,0.69852245,0.7503,0.7335791,0.7493,0.71298105,0.775,0.65763557,0.7519,0.7174022,0.7492,0.7313293,0.7528,0.72390085,0.7245,0.7944955,0.7387,0.76261514,0.7607,0.70054775,0.7643,0.6778525,0.7564,0.7151026,0.7155,0.8251953,0.7603,0.70683116,0.7619,0.7000173,0.7598,0.69890255,0.7789,0.65341777,0.7692,0.6748848,0.7671,0.68673956,0.7738,0.66289663,0.7559,0.7232839,0.7775,0.6528756,0.7824,0.6386083,0.7733,0.66584903,0.7839,0.6315606,0.7704,0.6674944,0.7725,0.6770728,0.7985,0.5888788,0.7701,0.68578815,0.7725,0.6736856,0.795,0.60732144,0.7881,0.6212184,0.7728,0.68540907,0.7958,0.617724,0.7923,0.620052
relu,32,0.797,0.596002,0.720444452,0.795635,96,5,128,4,96,4,125,100,0.003,0.9,adam,0,0.4718,1.463378,0.4406,1.6554487,0.6255,1.0802239,0.6427,1.0089548,0.6554,0.99021876,0.5123,1.4186112,0.703,0.8486116,0.6974,0.8734529,0.6833,0.90500635,0.695,0.84782296,0.7203,0.79528147,0.6803,0.93801945,0.7075,0.84200996,0.7355,0.7630601,0.7142,0.83166075,0.734,0.7667161,0.7147,0.8112584,0.7494,0.7225533,0.714,0.8258199,0.7301,0.7737803,0.759,0.68422556,0.7627,0.6836415,0.7662,0.6896251,0.6354,1.0929269,0.765,0.68132657,0.6903,0.9212005,0.7621,0.6777899,0.7603,0.7012782,0.7696,0.66402787,0.7392,0.7558031,0.7116,0.8886552,0.7723,0.6706461,0.7684,0.6850922,0.7572,0.70350665,0.7589,0.6995521,0.761,0.70108974,0.7643,0.6883311,0.7799,0.64934474,0.7599,0.7066171,0.7781,0.6502765,0.7384,0.7944885,0.7278,0.8392383,0.779,0.64410764,0.7773,0.6470556,0.797,0.596002,0.7875,0.6222672,0.7891,0.6137515,0.771,0.6674479,0.75,0.743249,0.7534,0.7474941
relu,32,0.7741,0.6668902,0.694595965,0.864152507,64,4,64,5,96,4,125,100,0.003,0.95,adam,0,0.4278,1.5738292,0.5316,1.308277,0.4465,1.5617559,0.5627,1.201215,0.6363,1.0274731,0.6165,1.0765204,0.5443,1.3184336,0.627,1.0463316,0.6221,1.0895256,0.6573,0.96175545,0.6483,0.98828846,0.7059,0.83160233,0.6327,1.0462248,0.6997,0.85958797,0.6752,0.934849,0.6945,0.8638913,0.7351,0.76822805,0.7232,0.7970119,0.6542,0.9900898,0.732,0.7757376,0.6495,1.0302289,0.6898,0.90966916,0.688,0.90294766,0.7352,0.75833887,0.7476,0.7410317,0.7313,0.7671267,0.7483,0.73605543,0.7271,0.7913671,0.7607,0.6959646,0.7505,0.7282952,0.7518,0.71418166,0.7293,0.77779484,0.6997,0.9072995,0.7441,0.7351567,0.7356,0.78069293,0.7613,0.70433486,0.7635,0.689888,0.7476,0.72681165,0.7561,0.71418923,0.7522,0.7148561,0.7449,0.7386774,0.7502,0.7155789,0.7585,0.69343895,0.7684,0.6734258,0.7638,0.6944404,0.744,0.76851803,0.7674,0.66825205,0.7741,0.6668902,0.7663,0.68204165,0.7296,0.767682
relu,32,0.8155,0.5369229,0.759345463,0.67851506,96,5,96,5,96,5,125,125,0.001,0.9,adam,0,0.5105,1.3717167,0.5498,1.2656629,0.5866,1.1618099,0.6345,1.0715832,0.6781,0.9082781,0.6811,0.9090527,0.7199,0.8054465,0.7039,0.85509247,0.7151,0.8294578,0.7259,0.7804588,0.7211,0.7984915,0.6918,0.8946576,0.6814,0.8976815,0.7208,0.7912254,0.7698,0.6743623,0.7486,0.72131175,0.7353,0.7594265,0.7313,0.790665,0.7896,0.62152463,0.7752,0.6592376,0.7827,0.636357,0.7416,0.74007344,0.7788,0.64574325,0.7875,0.6111107,0.7839,0.6250315,0.7393,0.75446427,0.7841,0.6217284,0.7943,0.6010869,0.7386,0.76707083,0.7575,0.7057018,0.804,0.5672852,0.7962,0.5926013,0.7782,0.654376,0.8032,0.5700506,0.793,0.6083135,0.7561,0.71814543,0.7866,0.63019794,0.7947,0.60487473,0.7998,0.5889313,0.7861,0.6340465,0.8083,0.56299305,0.7668,0.6792404,0.7975,0.6060017,0.7832,0.64716804,0.8099,0.5571072,0.7862,0.6293766,0.8097,0.5510876,0.8155,0.5391073,0.808,0.5613113,0.8155,0.5369229
