activation,batch_size,best_acc,best_loss,best_train_acc,best_train_loss,filter1,kernelsize_1,filter2,kernelsize_2,filter3,kernelsize_3,hidden_1,hidden_2,learning_rate,momentum,optimizer,p_reduct,step_1_test_acc,step_1_test_loss,step_2_test_acc,step_2_test_loss,step_3_test_acc,step_3_test_loss,step_4_test_acc,step_4_test_loss,step_5_test_acc,step_5_test_loss,step_6_test_acc,step_6_test_loss,step_7_test_acc,step_7_test_loss,step_8_test_acc,step_8_test_loss,step_9_test_acc,step_9_test_loss,step_10_test_acc,step_10_test_loss,step_11_test_acc,step_11_test_loss,step_12_test_acc,step_12_test_loss,step_13_test_acc,step_13_test_loss,step_14_test_acc,step_14_test_loss,step_15_test_acc,step_15_test_loss,step_16_test_acc,step_16_test_loss,step_17_test_acc,step_17_test_loss,step_18_test_acc,step_18_test_loss,step_19_test_acc,step_19_test_loss,step_20_test_acc,step_20_test_loss,step_21_test_acc,step_21_test_loss,step_22_test_acc,step_22_test_loss,step_23_test_acc,step_23_test_loss,step_24_test_acc,step_24_test_loss,step_25_test_acc,step_25_test_loss,step_26_test_acc,step_26_test_loss,step_27_test_acc,step_27_test_loss,step_28_test_acc,step_28_test_loss,step_29_test_acc,step_29_test_loss,step_30_test_acc,step_30_test_loss,step_31_test_acc,step_31_test_loss,step_32_test_acc,step_32_test_loss,step_33_test_acc,step_33_test_loss,step_34_test_acc,step_34_test_loss,step_35_test_acc,step_35_test_loss,step_36_test_acc,step_36_test_loss,step_37_test_acc,step_37_test_loss,step_38_test_acc,step_38_test_loss,step_39_test_acc,step_39_test_loss,step_40_test_acc,step_40_test_loss,step_41_test_acc,step_41_test_loss,step_42_test_acc,step_42_test_loss,step_43_test_acc,step_43_test_loss,step_44_test_acc,step_44_test_loss,step_45_test_acc,step_45_test_loss,step_46_test_acc,step_46_test_loss,step_47_test_acc,step_47_test_loss,step_48_test_acc,step_48_test_loss,step_49_test_acc,step_49_test_loss,step_50_test_acc,step_50_test_loss
relu,64,0.8004,0.58281136,0.748307706,0.70837921,64,5,64,5,128,5,100,125,0.001,0.95,adam,0,0.4244,1.603559,0.4366,1.6573851,0.5655,1.2192888,0.5869,1.1512754,0.4154,2.0411036,0.7013,0.85743105,0.5867,1.2186795,0.65,0.9953377,0.6995,0.8445361,0.7075,0.8377641,0.7013,0.8500248,0.7424,0.7420896,0.733,0.769149,0.6509,1.0036997,0.6751,0.9842887,0.6934,0.90465295,0.6469,1.0670105,0.6656,0.9600119,0.7086,0.845952,0.7599,0.6935423,0.7787,0.6451867,0.7492,0.7223095,0.7645,0.6837731,0.7415,0.75143605,0.7755,0.64299875,0.7834,0.63395596,0.7703,0.6789441,0.7735,0.6453541,0.7867,0.6144363,0.7741,0.66478115,0.752,0.7251105,0.7668,0.67601997,0.7736,0.668344,0.7911,0.60258913,0.7568,0.7186689,0.7912,0.60104436,0.7572,0.71252775,0.7883,0.61933196,0.7866,0.6226744,0.7613,0.73190135,0.7922,0.6114953,0.7856,0.63472015,0.7806,0.6544376,0.7999,0.5870407,0.7908,0.6080067,0.7959,0.6100567,0.8004,0.58281136,0.7929,0.61408186,0.7988,0.59329325,0.7798,0.65878075
relu,32,0.8093,0.5788224,0.750816872,0.704287434,96,5,64,5,128,5,100,125,0.001,0.99,adam,0,0.4701,1.4359684,0.5126,1.3975506,0.5857,1.1778086,0.6585,0.9826342,0.6219,1.0825086,0.6384,1.025748,0.709,0.8355903,0.7048,0.84193826,0.714,0.82106906,0.7152,0.81245947,0.6697,0.96313167,0.7523,0.7109106,0.7448,0.7295445,0.7491,0.7149627,0.7386,0.75894016,0.7571,0.70707464,0.765,0.6753895,0.7582,0.6971041,0.7623,0.6881891,0.7715,0.676425,0.7686,0.68269354,0.7608,0.7011998,0.7402,0.7662716,0.7793,0.6515874,0.7783,0.65667117,0.7864,0.6324233,0.773,0.6640899,0.7677,0.6795762,0.794,0.61333835,0.7465,0.7438534,0.7832,0.63590384,0.7916,0.61474085,0.7553,0.7237877,0.7946,0.6063166,0.7972,0.5970401,0.7321,0.79449415,0.7717,0.69127285,0.7849,0.6297644,0.7928,0.61443573,0.7933,0.6068985,0.7806,0.6644869,0.7373,0.79860896,0.7741,0.6950792,0.803,0.58328676,0.7708,0.6846759,0.8093,0.5788224,0.793,0.6160167,0.7987,0.6079409,0.8045,0.5815405,0.7996,0.5993258
relu,64,0.8049,0.562929,0.751748836,0.701693175,64,5,96,4,96,5,125,100,0.001,0.99,adam,0,0.4486,1.5029727,0.4203,1.6496156,0.4718,1.5303853,0.5422,1.3024504,0.6181,1.070894,0.5996,1.1466419,0.6862,0.8801736,0.6746,0.93523943,0.6698,0.9430732,0.6834,0.8934136,0.6112,1.1596829,0.7124,0.8205214,0.7323,0.75913584,0.5949,1.1761252,0.6921,0.9121834,0.7667,0.6706471,0.6783,0.9194842,0.589,1.275815,0.7289,0.76367867,0.7423,0.74317366,0.7383,0.75770587,0.7659,0.6958441,0.7589,0.69446063,0.7736,0.6432468,0.7517,0.72031295,0.7592,0.70232254,0.7915,0.59410286,0.7792,0.6436971,0.7945,0.6019002,0.7551,0.7147147,0.7747,0.66329944,0.784,0.6288232,0.7816,0.63912356,0.7872,0.6203489,0.7159,0.84537727,0.7729,0.6579316,0.7988,0.58013314,0.6524,1.1068864,0.7915,0.60904473,0.7887,0.60941285,0.7895,0.6122137,0.7353,0.7992085,0.7858,0.6342529,0.7719,0.67069066,0.7791,0.6410964,0.7582,0.7272842,0.7963,0.6016709,0.7781,0.65626687,0.8049,0.562929,0.7814,0.6510848
relu,32,0.7863,0.6366936,0.711154101,0.819979526,96,4,96,3,96,5,100,125,0.003,0.99,adam,0,0.5092,1.377595,0.5574,1.2267365,0.4471,1.685366,0.5871,1.1700969,0.5954,1.1422312,0.6838,0.8800419,0.5972,1.1660938,0.6963,0.8598657,0.6918,0.87103397,0.7206,0.79846823,0.6875,0.87318397,0.7088,0.84781855,0.7156,0.81465214,0.694,0.8818584,0.7183,0.7909157,0.6626,0.9937094,0.6929,0.89825505,0.6368,1.0772481,0.7198,0.81919295,0.7152,0.82802606,0.7372,0.7611405,0.6905,0.90261495,0.7597,0.70576423,0.7479,0.71912783,0.7149,0.82730246,0.7499,0.73516285,0.7361,0.7594205,0.7314,0.79641443,0.7386,0.7593766,0.7453,0.7258763,0.7141,0.85456717,0.7547,0.721803,0.7376,0.76040715,0.6834,0.96697307,0.7631,0.7007376,0.776,0.65019923,0.7053,0.88718474,0.7818,0.6441454,0.7813,0.6436914,0.7776,0.6559208,0.6988,0.9083313,0.742,0.76359713,0.7788,0.6700248,0.7662,0.6880557,0.7663,0.67855895,0.7431,0.76703435,0.7863,0.6366936,0.7638,0.7019271,0.7745,0.6637415,0.7685,0.683307
relu,64,0.7847,0.61277235,0.726795433,0.77333795,96,5,64,5,96,5,125,125,0.003,0.99,adam,0,0.4909,1.4088148,0.4271,1.6256204,0.5521,1.2497464,0.5006,1.5039201,0.5866,1.1828611,0.675,0.9276708,0.6191,1.126899,0.7013,0.84989727,0.6931,0.86378986,0.6845,0.89012647,0.6268,1.071212,0.6713,0.952468,0.6867,0.88594514,0.6648,0.98629004,0.6601,0.9667042,0.7332,0.7631565,0.7171,0.8145008,0.728,0.7819864,0.6913,0.9069472,0.7509,0.7224217,0.7292,0.7795893,0.7149,0.8092707,0.7521,0.7232081,0.7574,0.6907,0.7345,0.7657267,0.6989,0.88964236,0.7345,0.78658867,0.7643,0.67336863,0.6864,0.95550096,0.7629,0.6975541,0.7344,0.7660956,0.7573,0.70471394,0.7535,0.72045696,0.7762,0.64096516,0.7345,0.7820494,0.7849,0.62266403,0.7727,0.6665275,0.77,0.66594255,0.7298,0.7999639,0.6732,0.99683595,0.78,0.6375341,0.7782,0.6538949,0.7813,0.6294675,0.771,0.66873103,0.7503,0.73126006,0.7804,0.634706,0.7847,0.61277235,0.7594,0.7034336,0.7481,0.73223937,0.7767,0.63232654
relu,64,0.7868,0.62363374,0.736265749,0.743869913,64,4,128,3,96,5,125,125,0.0015,0.95,adam,0,0.4859,1.4225345,0.4469,1.583713,0.607,1.0968492,0.6487,0.9883383,0.4854,1.495573,0.5339,1.3938397,0.6025,1.1118913,0.6715,0.9359365,0.6124,1.1953716,0.6374,1.0533159,0.6949,0.8801198,0.6675,0.97219294,0.6844,0.8876831,0.6511,1.0048794,0.6754,0.93317854,0.7226,0.7886496,0.6999,0.86044484,0.7237,0.791313,0.6629,0.97896385,0.7057,0.82496464,0.7066,0.83853066,0.7801,0.641858,0.7445,0.7440257,0.763,0.68706775,0.6498,1.0514008,0.745,0.7415735,0.7423,0.73895735,0.7036,0.87856495,0.7563,0.71514446,0.7658,0.6849129,0.6567,1.056656,0.7635,0.69167334,0.755,0.70568866,0.7717,0.65298694,0.7755,0.6474266,0.7047,0.87336385,0.7369,0.7720736,0.7505,0.7229305,0.7694,0.67212534,0.7537,0.7298864,0.6661,1.0148209,0.7291,0.7879992,0.7526,0.725065,0.7868,0.62363374,0.7798,0.63976395,0.7737,0.64996135,0.7577,0.7148645,0.7774,0.65547025,0.7484,0.74653137,0.711,0.88571876
relu,32,0.7932,0.5977017,0.745837979,0.720475197,64,5,96,3,128,5,125,125,0.001,0.95,adam,0,0.3001,2.386397,0.479,1.4444704,0.6187,1.0703106,0.6082,1.1043336,0.5441,1.3058041,0.6561,0.9719709,0.653,0.9976624,0.7207,0.8040532,0.69,0.88959676,0.6727,0.9240587,0.6574,1.007577,0.6943,0.8658798,0.7287,0.7797468,0.7384,0.749669,0.6655,0.9883403,0.6814,0.94191736,0.7258,0.7968039,0.7522,0.7214601,0.7345,0.773128,0.7594,0.6976049,0.765,0.6886008,0.7322,0.78294724,0.7399,0.7626423,0.7094,0.870782,0.7659,0.6908446,0.759,0.69416004,0.7752,0.65281594,0.7627,0.69995743,0.7718,0.6505336,0.7319,0.79789793,0.7614,0.7148199,0.7394,0.7555336,0.7922,0.613504,0.7343,0.776205,0.7332,0.79197663,0.7918,0.61026525,0.7744,0.6735463,0.7768,0.6519907,0.7811,0.6502378,0.6912,0.9674371,0.7861,0.61738735,0.772,0.6635,0.793,0.61076975,0.7899,0.6275985,0.7572,0.7583656,0.7649,0.7044393,0.7774,0.64753866,0.7752,0.6727261,0.7932,0.5977017,0.7748,0.66950285
relu,64,0.7895,0.6295997,0.75091027,0.702105043,64,4,128,3,128,5,100,100,0.0015,0.99,adam,0,0.4853,1.4515625,0.5094,1.3999377,0.5477,1.2597667,0.4916,1.4791478,0.6675,0.93500525,0.5907,1.1893443,0.6653,0.9650466,0.7106,0.81266516,0.6968,0.87167364,0.6939,0.86265165,0.6654,0.9883219,0.6796,0.9038857,0.6648,0.942509,0.5898,1.2599052,0.6633,1.0011753,0.751,0.7225663,0.664,0.9847522,0.6649,0.9995041,0.7369,0.76141864,0.7435,0.73906934,0.7145,0.8351828,0.7215,0.8113302,0.7588,0.70329374,0.7403,0.749239,0.7569,0.69949114,0.7533,0.7255467,0.7645,0.67057765,0.7276,0.82779306,0.7685,0.68419063,0.7,0.89373124,0.7355,0.78082746,0.764,0.69574684,0.7555,0.7203695,0.7025,0.9012088,0.7756,0.65501153,0.7689,0.68327785,0.7543,0.7318935,0.7818,0.6429792,0.75,0.742448,0.7312,0.798495,0.7817,0.64092326,0.747,0.77553177,0.7351,0.8108851,0.7562,0.7260892,0.7431,0.78310925,0.7807,0.6571989,0.7696,0.69621843,0.7895,0.6295997,0.7415,0.79722226,0.774,0.68666875
relu,64,0.7676,0.66536975,0.711942323,0.807739277,64,5,96,3,128,4,100,125,0.0015,0.9,adam,0,0.4104,1.6286052,0.4682,1.4874933,0.5952,1.1578491,0.6417,1.0233248,0.5674,1.1916528,0.6113,1.0979075,0.6771,0.9092782,0.6542,0.9734713,0.5393,1.4158679,0.6201,1.0910373,0.6225,1.1213338,0.7069,0.8163988,0.7021,0.8493418,0.6886,0.8818387,0.7133,0.8232586,0.7254,0.7858943,0.7267,0.79262906,0.7319,0.7564966,0.706,0.8383647,0.5808,1.3108588,0.7279,0.7761463,0.7083,0.8669138,0.688,0.92608064,0.7268,0.7942977,0.7643,0.6756247,0.7407,0.7451398,0.7442,0.729062,0.7397,0.74616456,0.7546,0.71140313,0.7687,0.68055916,0.7537,0.7135501,0.7676,0.66536975,0.7693,0.68439466,0.7387,0.7733007,0.7639,0.67186874,0.7458,0.75458664,0.7474,0.751314,0.7677,0.6830479,0.7308,0.79943806,0.7333,0.77885646,0.7432,0.77310544,0.7446,0.748091,0.7305,0.81819427,0.7598,0.7051185,0.7518,0.74503684,0.6952,0.92252636,0.7612,0.70342314,0.7654,0.69170237,0.7178,0.8736115,0.7717,0.6857629
relu,32,0.7757,0.64417136,0.700854001,0.853447629,96,4,64,5,96,4,125,100,0.003,0.99,adam,0,0.4981,1.3637121,0.541,1.2684301,0.5685,1.2134229,0.6271,1.0604923,0.656,0.9733339,0.626,1.0453012,0.639,1.0161535,0.649,1.0219301,0.6807,0.91873515,0.6923,0.8689147,0.6997,0.8628119,0.7211,0.80894154,0.6983,0.8729679,0.7366,0.7509759,0.7134,0.82578045,0.7414,0.73605764,0.7224,0.80543196,0.7414,0.7499269,0.7353,0.76147604,0.7585,0.711438,0.7343,0.76630706,0.6909,0.89624923,0.7357,0.76852626,0.7356,0.7664957,0.7553,0.7090032,0.7427,0.74742365,0.7507,0.7231393,0.7204,0.83263534,0.7524,0.7156133,0.7447,0.7389699,0.7203,0.8132329,0.754,0.69574124,0.7495,0.7373564,0.7417,0.7387033,0.7637,0.6838211,0.7478,0.7297373,0.7557,0.69647694,0.7714,0.669355,0.7565,0.7125264,0.7052,0.8501,0.7723,0.6547945,0.7714,0.6710213,0.7751,0.6493912,0.7757,0.64417136,0.7773,0.64487696,0.7625,0.6857619,0.7681,0.66546035,0.758,0.69704187,0.7557,0.715899,0.7775,0.6584728
relu,32,0.7909,0.60480666,0.718374663,0.804145847,96,5,96,4,128,4,125,125,0.003,0.9,adam,0,0.4387,1.5700957,0.5462,1.2616838,0.5757,1.1842977,0.4138,1.9553204,0.4658,1.6198293,0.6951,0.87456584,0.6641,0.96681994,0.6709,0.9558788,0.6903,0.8855744,0.6705,0.93264836,0.7039,0.845692,0.7189,0.8086179,0.7091,0.83874696,0.7434,0.7328625,0.6806,0.95235264,0.7145,0.8313735,0.6804,0.9071429,0.7223,0.80403405,0.7334,0.77812994,0.7535,0.7238556,0.7547,0.71385807,0.6348,1.1356925,0.7332,0.7628557,0.7701,0.6595776,0.7427,0.75522697,0.7612,0.68858117,0.7348,0.8154006,0.7534,0.72941446,0.765,0.67254305,0.7111,0.9006046,0.7731,0.6636646,0.7064,0.87684333,0.7155,0.8565164,0.7635,0.68996155,0.774,0.6617106,0.7643,0.68959856,0.7185,0.8550845,0.7535,0.73035735,0.7628,0.6897606,0.7489,0.7405597,0.7608,0.69876975,0.7804,0.6425587,0.759,0.7262589,0.7909,0.60480666,0.7847,0.6256341,0.7706,0.68391687,0.7645,0.6945543,0.76,0.71229637,0.7702,0.66746587,0.7797,0.65396404
relu,32,0.8019,0.5778716,0.747828291,0.707711086,96,5,96,4,96,4,125,125,0.001,0.99,adam,0,0.4459,1.5952077,0.5495,1.2515893,0.5874,1.1580186,0.6512,0.9985743,0.6558,0.9624724,0.6401,1.0349896,0.7121,0.82776564,0.7263,0.78616375,0.6812,0.9100293,0.731,0.76130813,0.7448,0.73553896,0.6195,1.1284728,0.734,0.76140934,0.7219,0.79954964,0.6325,1.0881344,0.7577,0.6968357,0.7492,0.71983653,0.7091,0.8529325,0.7349,0.75377405,0.756,0.69202495,0.7043,0.85249376,0.779,0.6425793,0.7324,0.7830373,0.7157,0.8280358,0.7805,0.62171847,0.7789,0.6330167,0.7604,0.69033986,0.7675,0.6637275,0.7445,0.74859875,0.7644,0.6977906,0.7682,0.6801831,0.7695,0.6635476,0.786,0.60856843,0.7909,0.595131,0.7511,0.73777837,0.7855,0.62425226,0.7893,0.60778916,0.7416,0.7805344,0.7632,0.7056173,0.7898,0.61013895,0.7869,0.609457,0.7866,0.63250214,0.7687,0.6720791,0.7899,0.6237519,0.8008,0.5797799,0.7999,0.58364666,0.7858,0.6318367,0.8019,0.5778716,0.7998,0.58191633,0.7866,0.6303709
relu,32,0.7906,0.6110991,0.706024961,0.836371901,64,4,128,4,96,5,125,125,0.003,0.99,adam,0,0.4234,1.5949712,0.5388,1.300827,0.6048,1.1059282,0.6146,1.0893563,0.6742,0.9421404,0.641,1.0186725,0.7021,0.852433,0.5714,1.3109136,0.6032,1.152275,0.7235,0.79911184,0.6741,0.9157302,0.6859,0.8960158,0.7223,0.7978125,0.7072,0.8628889,0.7346,0.76546115,0.6976,0.87557733,0.7183,0.8189085,0.745,0.73634046,0.7146,0.83146113,0.7416,0.75574845,0.7299,0.7982593,0.7389,0.75055337,0.66,1.043094,0.7581,0.69811994,0.7498,0.73062634,0.7422,0.7615678,0.743,0.74655896,0.7689,0.6621105,0.7507,0.7326034,0.7597,0.69330066,0.7815,0.6394378,0.7653,0.68656665,0.7876,0.62091583,0.7906,0.6110991,0.7741,0.6605295,0.7617,0.70020604,0.7595,0.73030806,0.6844,0.9674709,0.77,0.6866591,0.7708,0.67162263,0.76,0.6916997,0.7662,0.68633544,0.7777,0.6544505,0.7799,0.6412499,0.7544,0.74698347,0.7224,0.8116659,0.7787,0.6409854,0.7812,0.642749,0.7666,0.6989674,0.7589,0.72038764
relu,32,0.8142,0.5551283,0.769736504,0.649149801,96,4,96,5,128,5,100,125,0.001,0.99,adam,0,0.4992,1.3933119,0.6081,1.1139172,0.6123,1.1266862,0.6182,1.0497952,0.6963,0.8653193,0.6899,0.87165606,0.6901,0.8695671,0.6786,0.9126205,0.7323,0.7670438,0.6653,0.9969416,0.7443,0.7312417,0.6864,0.92050976,0.7421,0.7385209,0.765,0.67932653,0.7571,0.7164497,0.7678,0.6615022,0.7579,0.70614463,0.7801,0.63462657,0.7764,0.6526684,0.7798,0.6546588,0.7599,0.7009349,0.7538,0.7317239,0.7695,0.6757904,0.796,0.5976669,0.7954,0.60688436,0.7871,0.6237495,0.7776,0.65334326,0.7953,0.6153712,0.7789,0.6648899,0.7641,0.72049737,0.7959,0.5971658,0.8028,0.59681004,0.7872,0.6232884,0.803,0.57905304,0.7976,0.6058697,0.8003,0.59486365,0.7956,0.6100476,0.7974,0.60566515,0.8055,0.581872,0.7834,0.64832187,0.7999,0.59069645,0.7975,0.61495966,0.7971,0.5953835,0.8006,0.6215507,0.8083,0.58308506,0.8142,0.5551283,0.8061,0.583313,0.7853,0.67290574,0.815,0.5565045,0.8094,0.59003407
relu,32,0.8003,0.58852,0.728893288,0.765963594,96,4,128,5,96,4,125,100,0.003,0.9,adam,0,0.4339,1.5968097,0.4938,1.4285779,0.4524,1.6409502,0.5845,1.1783603,0.578,1.1763564,0.6472,0.9979409,0.6566,0.9725538,0.7014,0.8573209,0.646,1.0549293,0.7242,0.80080295,0.6941,0.88680506,0.7194,0.8219574,0.7324,0.75825906,0.715,0.8245954,0.7171,0.82811785,0.6825,0.99304134,0.7353,0.74576837,0.7175,0.83552647,0.7417,0.7546189,0.7669,0.68069184,0.7555,0.7110274,0.7399,0.75338244,0.7585,0.7083994,0.7689,0.6828082,0.7724,0.65537226,0.7801,0.645599,0.7505,0.73205113,0.788,0.6230778,0.7859,0.62789124,0.7643,0.6880804,0.7297,0.7908536,0.7543,0.7333388,0.7552,0.71871316,0.7577,0.70801175,0.7905,0.61336344,0.7251,0.83827734,0.7902,0.6042129,0.7915,0.6134737,0.7016,0.91543865,0.7851,0.6197217,0.7598,0.73022604,0.7683,0.688094,0.7984,0.5958985,0.7907,0.61366695,0.7868,0.62273794,0.8003,0.58852,0.7976,0.60297054,0.7869,0.6412582,0.7694,0.69461,0.7792,0.6588865
relu,32,0.7942,0.59576446,0.721743978,0.793406927,64,4,64,5,96,5,100,100,0.002,0.95,adam,0,0.4809,1.4142214,0.5502,1.21619,0.5526,1.2235996,0.5732,1.1788324,0.5938,1.18001,0.6709,0.9311265,0.6832,0.8857362,0.6994,0.85528,0.6608,0.9589165,0.7133,0.8242738,0.6793,0.8905762,0.7271,0.7799781,0.732,0.75820225,0.6631,0.98628163,0.7312,0.76547307,0.7251,0.78401697,0.7349,0.74118894,0.7499,0.7196672,0.7553,0.6926249,0.7478,0.72801554,0.7457,0.728829,0.7377,0.7377808,0.7653,0.67874044,0.7524,0.7033883,0.7758,0.65524805,0.7532,0.7217593,0.7424,0.7575384,0.7619,0.68648225,0.74,0.7573675,0.7111,0.87707126,0.7556,0.7164289,0.7113,0.85580957,0.756,0.722037,0.7566,0.7128084,0.7808,0.6287538,0.7679,0.6935461,0.7703,0.6658834,0.7748,0.6623291,0.7516,0.7118958,0.7695,0.67073536,0.7822,0.6318595,0.7829,0.6252623,0.7882,0.6194951,0.7582,0.6993166,0.7818,0.63933986,0.7786,0.6521983,0.7895,0.6240477,0.7079,0.87820286,0.7942,0.59576446,0.7806,0.6359744
relu,64,0.7813,0.62245893,0.719864631,0.793185765,64,5,64,5,96,5,100,125,0.003,0.95,adam,0,0.4316,1.6308035,0.5564,1.2139993,0.5147,1.3785539,0.587,1.1538062,0.6085,1.1250849,0.592,1.201688,0.6734,0.92228496,0.4554,1.6295601,0.638,1.0394285,0.6826,0.9023263,0.6859,0.88668245,0.7129,0.80906224,0.5859,1.3382415,0.68,0.89810544,0.6582,0.999382,0.6908,0.90161014,0.738,0.7618396,0.7372,0.74609536,0.7513,0.716312,0.7524,0.7116657,0.7289,0.78330076,0.7019,0.85468477,0.6872,0.91027325,0.7321,0.7669141,0.7198,0.82825124,0.7389,0.77847064,0.7446,0.753916,0.7603,0.6980052,0.6801,0.96221805,0.7675,0.6785002,0.6798,0.97925186,0.7766,0.65375817,0.7709,0.67764354,0.7612,0.70626855,0.7718,0.6619333,0.7494,0.7230991,0.7645,0.6913726,0.7756,0.6519165,0.7582,0.70891887,0.7484,0.74003917,0.7598,0.6914288,0.7224,0.80061936,0.7664,0.67113,0.7822,0.6306775,0.7509,0.7378542,0.7207,0.8389094,0.764,0.684938,0.7747,0.65619045,0.7344,0.7785252,0.7813,0.62245893
relu,32,0.8095,0.5561049,0.759789205,0.677140668,96,4,96,4,128,5,100,100,0.001,0.9,adam,0,0.4969,1.371098,0.5612,1.2141879,0.6187,1.0733455,0.5469,1.3512074,0.6743,0.9203089,0.6098,1.1551776,0.5967,1.1944201,0.7218,0.7921795,0.7442,0.74658704,0.7384,0.7416075,0.7112,0.81759226,0.7328,0.7714182,0.77,0.6709494,0.7423,0.73530495,0.781,0.6371584,0.7293,0.77589935,0.7804,0.6389459,0.7784,0.6582099,0.778,0.64482015,0.7636,0.6758137,0.7836,0.6218046,0.7826,0.6139908,0.7452,0.7566866,0.7435,0.7514425,0.7829,0.63532454,0.7995,0.5873118,0.7955,0.60694855,0.7946,0.59604704,0.8033,0.56949276,0.7455,0.77398115,0.7923,0.60927325,0.7916,0.5940764,0.7536,0.7176553,0.7554,0.7258035,0.796,0.59410363,0.8004,0.5730527,0.8007,0.57817364,0.8014,0.5805615,0.706,0.93527967,0.786,0.62254196,0.8052,0.5855702,0.7933,0.62070066,0.79,0.62136143,0.8053,0.57212657,0.7936,0.61371547,0.8095,0.5561049,0.7978,0.5921709,0.8013,0.5899629,0.7788,0.66856796,0.7993,0.59270597
relu,32,0.8098,0.5581534,0.747107446,0.711570468,96,4,64,5,128,5,100,100,0.001,0.9,adam,0,0.4145,1.612876,0.5061,1.4063572,0.6571,1.006894,0.59,1.1144979,0.6858,0.9083461,0.672,0.94413996,0.6979,0.87357235,0.6825,0.8907781,0.7317,0.7769469,0.7478,0.7347738,0.7408,0.75116396,0.7477,0.7158062,0.7608,0.70521754,0.7581,0.68590146,0.748,0.7215801,0.761,0.68167967,0.7716,0.65350175,0.7601,0.6940415,0.7531,0.7260692,0.7382,0.75125355,0.7076,0.85930157,0.7711,0.6700396,0.7778,0.63930696,0.7716,0.6493256,0.7817,0.6337,0.7837,0.6212687,0.766,0.6852157,0.7925,0.6069758,0.7687,0.6937107,0.7761,0.6586335,0.7978,0.5905066,0.777,0.65171826,0.7773,0.6457079,0.7648,0.6847638,0.8008,0.5878253,0.7884,0.61735564,0.7837,0.631834,0.8037,0.56626385,0.8081,0.5724709,0.7946,0.60562617,0.7785,0.65072674,0.8065,0.5676952,0.7967,0.59689057,0.8098,0.5581534,0.7773,0.65793985,0.8074,0.56472117,0.8089,0.5582889,0.8021,0.58149534,0.7918,0.61874056,0.796,0.6019097
relu,64,0.7959,0.5932604,0.736533348,0.748935079,96,4,96,4,128,4,125,125,0.003,0.99,adam,0,0.4318,1.572912,0.5487,1.242286,0.5961,1.1076695,0.5985,1.1012973,0.639,1.0195346,0.6098,1.1173508,0.6132,1.079391,0.693,0.86251444,0.6179,1.1077148,0.7283,0.7773474,0.6977,0.88379,0.6658,0.9647714,0.687,0.9002765,0.7306,0.76993227,0.7317,0.7830134,0.7204,0.7975215,0.7577,0.70255315,0.7453,0.72301096,0.7335,0.7688024,0.7194,0.8299544,0.7625,0.686418,0.7405,0.75113004,0.7504,0.72346526,0.7634,0.68711126,0.6939,0.909317,0.7579,0.7014818,0.7784,0.63572294,0.7553,0.7364785,0.7712,0.67664814,0.7436,0.756807,0.7728,0.68963295,0.7801,0.64590603,0.7548,0.74494416,0.7803,0.664425,0.7784,0.6426542,0.7698,0.6760953,0.7529,0.7289759,0.7696,0.6876291,0.7896,0.6251161,0.7706,0.67972755,0.7807,0.6551812,0.7944,0.6117615,0.7505,0.7399015,0.7724,0.6692837,0.7959,0.5932604,0.7864,0.64082336,0.7868,0.6324247,0.7872,0.6406001,0.7876,0.6374939,0.7964,0.59674895
relu,64,0.7846,0.6256676,0.712665296,0.811978471,96,5,64,4,96,4,125,125,0.0015,0.95,adam,0,0.3865,1.8082612,0.5296,1.2944678,0.5285,1.3120668,0.6234,1.043401,0.5265,1.2846084,0.4627,1.6523633,0.6354,1.0125163,0.6837,0.9007594,0.6092,1.1275139,0.6917,0.8751118,0.7029,0.8506846,0.7145,0.8164767,0.741,0.74863476,0.7407,0.74579287,0.7576,0.7042221,0.7285,0.79351896,0.7297,0.77352357,0.7297,0.7743656,0.6986,0.8977124,0.7545,0.70451987,0.7476,0.72220117,0.7411,0.7237445,0.7295,0.77758336,0.7648,0.66948694,0.7515,0.71881735,0.738,0.76760554,0.6884,0.9135598,0.7525,0.6970972,0.7455,0.73694503,0.7466,0.7325808,0.7415,0.7295874,0.7502,0.71257776,0.7386,0.7689313,0.7708,0.66052616,0.7802,0.63799185,0.7535,0.7091423,0.7846,0.6256676,0.7721,0.65296054,0.7596,0.7040041,0.7463,0.73578566,0.7461,0.7477305,0.7686,0.6642143,0.7723,0.6679918,0.7796,0.64144754,0.7585,0.69906557,0.7726,0.65416956,0.7722,0.65506077,0.7725,0.6616655,0.7471,0.752421,0.7749,0.64990187
